"date","location","mission","med_Blue_corr","med_Red_corr","med_Green_corr","med_Nir_corr","med_Swir1_corr","med_Swir2_corr","prop_clouds","prop_hillShadow","pCount_dswe1","pCount_dswe3","min_cloud_dist","mean_cloud_dist","system.index","CLOUD_COVER","IMAGE_QUALITY","IMAGE_QUALITY_TIRS","SUN_AZIMUTH","SUN_ELEVATION"
"1986-03-15","H","LANDSAT_5",0.0171360551429018,0.00979587093128158,0.0177111896594375,0.00688756735670145,-0.0251613424427186,-0.000401460487760376,0,1,24,0,1480,1488.41666666667,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","I","LANDSAT_5",0.0180060003542032,0.0103071334160298,0.0178657612936818,0.0076306621849779,-0.0278341935067373,-0.0214910277947012,0,1,25,0,1267,1274.96,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","J","LANDSAT_5",0.01931427814279,0.00997308041165252,0.0206534980030163,0.0148914354742392,-0.046534616258182,-0.020925015944431,0,1,19,1,601,606.842105263158,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","K","LANDSAT_5",0.0171931618079447,0.00991051559173589,0.0173189585780439,0.0110445911864925,-0.0268062141655328,-0.020925015944431,0,1,26,0,1130,1137.61538461538,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","L","LANDSAT_5",0.0190018416468336,0.0122929794802425,0.0204864200556285,0.0147833601950206,-0.0461237972856239,-0.0398818768069506,0,1,26,0,794,801.884615384615,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","M","LANDSAT_5",0.0170360978520546,0.00988966557235344,0.0172714293652313,0.0110445911864925,-0.0268062141655328,-0.020925015944431,0,1,25,0,892,899.72,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","N","LANDSAT_5",0.0160923527332468,0.00911994444250408,0.0164401563409024,0.010215231644396,-0.0442750121695759,-0.0195099498631288,0,1,23,0,1539,1545.34782608696,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","O","LANDSAT_5",0.0168218152558582,0.0094523834934395,0.0168675528235555,0.00865458753860061,-0.0253669584603607,-0.0200759825451857,0,1,24,0,1433,1440.875,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","P","LANDSAT_5",0.0181769024512188,0.0100148025930713,0.0174140260513893,0.00736511861413171,-0.027217411946835,-0.0212080229111556,0,1,26,0,1120,1128.61538461538,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","Q","LANDSAT_5",0.0170503790723332,0.00973336884888441,0.0171763799873259,0.0108304069665781,-0.0261894023815283,-0.020642006894528,0,1,22,0,1293,1299.5,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-15","R","LANDSAT_5",0.018945007151331,0.00991051559173589,0.0189248380569947,0.0110445911864925,-0.0268062141655328,-0.020925015944431,0,1,24,0,707,713.583333333333,"1_2_LT05_018050_19860315",0,9,NA,112.2725461,51.0987171
"1986-03-31","A","LANDSAT_5",0.0202500317638388,0.00868457401271254,0.0186271937888203,0.00949421351526641,-0.0420151642732143,-0.0183778595008711,0,1,25,0,289,296.88,"1_2_LT05_018050_19860331",7,9,NA,103.38386485,54.53931541
"1986-03-31","B","LANDSAT_5",0.0166074121121293,0.00839492983176398,0.0148514386040351,0.0094141766701813,-0.0231050714445893,-0.0183778595008711,0,1,25,0,347,354.8,"1_2_LT05_018050_19860331",7,9,NA,103.38386485,54.53931541
