date,location,mission,est_secchi_stringent,est_secchi_verystringent,est_secchi_highsecchi,est_secchi_stepwise
1985-04-13,R,LANDSAT_5,3.4586243629455566,3.3076577186584473,3.8460090160369873,3.6762795725883253
1986-03-15,A,LANDSAT_5,4.454319000244141,4.210798740386963,4.690229415893555,4.091846400940877
1986-03-15,B,LANDSAT_5,4.4271931648254395,4.002089500427246,4.578277587890625,4.086939691505396
1986-03-15,C,LANDSAT_5,4.4786224365234375,4.210798740386963,4.8588080406188965,4.013324258942175
1986-03-15,D,LANDSAT_5,4.451156139373779,4.210798740386963,4.690229415893555,4.086708626092687
1986-03-15,E,LANDSAT_5,4.164773941040039,3.8573503494262695,4.170514106750488,3.801915827408316
1986-03-15,F,LANDSAT_5,4.214308261871338,3.8573503494262695,4.2151031494140625,3.8110150324501597
1986-03-15,G,LANDSAT_5,4.5312819480896,4.210798740386963,4.716453552246094,4.110082541511408
1986-03-15,H,LANDSAT_5,4.164773941040039,3.8573503494262695,4.170514106750488,3.759377489463628
1986-03-15,I,LANDSAT_5,4.216841697692871,3.8573503494262695,4.103151321411133,3.814387042664683
1986-03-15,J,LANDSAT_5,4.7335524559021,4.349337100982666,4.797607421875,4.128237056013063
1986-03-15,K,LANDSAT_5,4.509472846984863,4.210798740386963,4.537379741668701,4.043679972946062
1986-03-15,L,LANDSAT_5,4.344216823577881,4.417051315307617,4.166879653930664,3.9087448301951917
1986-03-15,M,LANDSAT_5,4.460823059082031,4.210798740386963,4.492790699005127,4.037112291084208
1986-03-15,N,LANDSAT_5,4.433297634124756,4.210798740386963,4.383719444274902,4.063724570209841
1986-03-15,O,LANDSAT_5,4.320122241973877,4.210798740386963,4.327731609344482,3.965184240976893
1986-03-15,P,LANDSAT_5,4.096156597137451,3.982855796813965,4.208297252655029,3.872516872089927
1986-03-15,Q,LANDSAT_5,4.4456658363342285,4.210798740386963,4.537379741668701,4.0508436645359165
1986-03-15,R,LANDSAT_5,4.631422519683838,4.210798740386963,4.690229415893555,4.0526557774434355
1986-03-31,A,LANDSAT_5,4.152388572692871,3.8250560760498047,4.280820369720459,4.10420147841627
1986-03-31,B,LANDSAT_5,4.277701377868652,4.9672932624816895,4.969382286071777,4.1978583662392985
1986-03-31,C,LANDSAT_5,3.8646888732910156,3.539801597595215,3.7838687896728516,3.6998603434004096
1986-03-31,D,LANDSAT_5,4.3113627433776855,4.667116165161133,4.448628902435303,4.175277206173865
1986-03-31,E,LANDSAT_5,4.153095245361328,3.887298107147217,4.1980671882629395,3.917291002055416
1986-03-31,F,LANDSAT_5,3.8996920585632324,4.864720344543457,4.609466552734375,4.0498724628228535
1986-03-31,G,LANDSAT_5,4.344179630279541,4.906333923339844,4.886639595031738,4.369042270622766
1986-03-31,H,LANDSAT_5,3.8397321701049805,4.864720344543457,4.1531500816345215,3.9003904715375297
1986-03-31,I,LANDSAT_5,3.6967813968658447,3.8399786949157715,4.3485188484191895,3.8841682498326042
1986-03-31,K,LANDSAT_5,4.251407623291016,4.328903675079346,4.234490394592285,4.044431746542674
1986-03-31,L,LANDSAT_5,3.875903367996216,3.6357784271240234,3.799779176712036,3.7968823788413193
1986-03-31,M,LANDSAT_5,4.206811428070068,3.8399786949157715,4.4937944412231445,3.9046636675428603
1986-03-31,N,LANDSAT_5,4.530669212341309,3.8250560760498047,4.041545867919922,4.034635018282195
